step,DQN (exp_frac=0.5) - _step,DQN (exp_frac=0.5) - _step__MIN,DQN (exp_frac=0.5) - _step__MAX,DQN (exp_frac=0.5) - reward,DQN (exp_frac=0.5) - reward__MIN,DQN (exp_frac=0.5) - reward__MAX,DQN (exp_frac=0.1) - _step,DQN (exp_frac=0.1) - _step__MIN,DQN (exp_frac=0.1) - _step__MAX,DQN (exp_frac=0.1) - reward,DQN (exp_frac=0.1) - reward__MIN,DQN (exp_frac=0.1) - reward__MAX,HAP (ours) - _step,HAP (ours) - _step__MIN,HAP (ours) - _step__MAX,HAP (ours) - reward,HAP (ours) - reward__MIN,HAP (ours) - reward__MAX,SAC - _step,SAC - _step__MIN,SAC - _step__MAX,SAC - reward,SAC - reward__MIN,SAC - reward__MAX,A2C - _step,A2C - _step__MIN,A2C - _step__MAX,A2C - reward,A2C - reward__MIN,A2C - reward__MAX,TD3 - _step,TD3 - _step__MIN,TD3 - _step__MAX,TD3 - reward,TD3 - reward__MIN,TD3 - reward__MAX
143427,,,,,,,,,,,,,,,,,,,3153,3153,3153,0.805,0.805,0.805,,,,,,,,,,,,
143452,,,,,,,362,362,362,0.3275478093184287,0.3275478093184287,0.3275478093184287,,,,,,,,,,,,,,,,,,,,,,,,
143457,,,,,,,,,,,,,,,,,,,3154,3154,3154,0.809,0.809,0.809,,,,,,,,,,,,
143487,,,,,,,,,,,,,,,,,,,3155,3155,3155,0.806,0.806,0.806,,,,,,,,,,,,
143504,360,360,360,0.78407213,0.78407213,0.78407213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143518,,,,,,,,,,,,,,,,,,,3156,3156,3156,0.805,0.805,0.805,,,,,,,,,,,,
143548,,,,,,,,,,,,,,,,,,,3157,3157,3157,0.814,0.814,0.814,,,,,,,,,,,,
143578,,,,,,,,,,,,,,,,,,,3158,3158,3158,0.803,0.803,0.803,,,,,,,,,,,,
143606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15388,15388,15388,0.411,0.411,0.411
143609,,,,,,,,,,,,,,,,,,,3159,3159,3159,0.785,0.785,0.785,,,,,,,,,,,,
143634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15393,15393,15393,0.395,0.395,0.395
143639,,,,,,,,,,,,,,,,,,,3160,3160,3160,0.791,0.791,0.791,,,,,,,,,,,,
143640,,,,,,,,,,,,,367,367,367,0.8017055522823108,0.8017055522823108,0.8017055522823108,,,,,,,,,,,,,,,,,,
143651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15396,15396,15396,0.402,0.402,0.402
143657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15397,15397,15397,0.404,0.404,0.404
143668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15399,15399,15399,0.416,0.416,0.416
143669,,,,,,,,,,,,,,,,,,,3161,3161,3161,0.797,0.797,0.797,,,,,,,,,,,,
143690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15403,15403,15403,0.408,0.408,0.408
143700,,,,,,,,,,,,,,,,,,,3162,3162,3162,0.795,0.795,0.795,,,,,,,,,,,,
143713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15407,15407,15407,0.404,0.404,0.404
143718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15408,15408,15408,0.395,0.395,0.395
143729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15410,15410,15410,0.404,0.404,0.404
143730,,,,,,,,,,,,,,,,,,,3163,3163,3163,0.786,0.786,0.786,,,,,,,,,,,,
143735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15411,15411,15411,0.403,0.403,0.403
143752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15414,15414,15414,0.425,0.425,0.425
143760,,,,,,,,,,,,,,,,,,,3164,3164,3164,0.772,0.772,0.772,,,,,,,,,,,,
143808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15424,15424,15424,0.393,0.393,0.393
143831,,,,,,,363,363,363,0.3253112307079492,0.3253112307079492,0.3253112307079492,,,,,,,,,,,,,,,,,,,,,,,,
143847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15431,15431,15431,0.413,0.413,0.413
143859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15433,15433,15433,0.442,0.442,0.442
143878,361,361,361,0.7806753602028167,0.7806753602028167,0.7806753602028167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15438,15438,15438,0.404,0.404,0.404
143909,,,,,,,,,,,,,,,,,,,,,,,,,240,240,240,0.883,0.883,0.883,,,,,,
143934,,,,,,,,,,,,,,,,,,,,,,,,,241,241,241,0.826,0.826,0.826,,,,,,
143946,,,,,,,,,,,,,,,,,,,3165,3165,3165,0.773,0.773,0.773,,,,,,,,,,,,
143977,,,,,,,,,,,,,,,,,,,3166,3166,3166,0.778,0.778,0.778,,,,,,,,,,,,
144007,,,,,,,,,,,,,,,,,,,3167,3167,3167,0.791,0.791,0.791,,,,,,,,,,,,
144031,,,,,,,,,,,,,368,368,368,0.7919477999627116,0.7919477999627116,0.7919477999627116,,,,,,,,,,,,,,,,,,
144037,,,,,,,,,,,,,,,,,,,3168,3168,3168,0.808,0.808,0.808,,,,,,,,,,,,
144068,,,,,,,,,,,,,,,,,,,3169,3169,3169,0.81,0.81,0.81,,,,,,,,,,,,
144098,,,,,,,,,,,,,,,,,,,3170,3170,3170,0.805,0.805,0.805,,,,,,,,,,,,
144128,,,,,,,,,,,,,,,,,,,3171,3171,3171,0.81,0.81,0.81,,,,,,,,,,,,
144151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15446,15446,15446,0.371,0.371,0.371
144156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15447,15447,15447,0.361,0.361,0.361
144159,,,,,,,,,,,,,,,,,,,3172,3172,3172,0.822,0.822,0.822,,,,,,,,,,,,
144162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15448,15448,15448,0.371,0.371,0.371
144167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15449,15449,15449,0.372,0.372,0.372
144189,,,,,,,,,,,,,,,,,,,3173,3173,3173,0.821,0.821,0.821,,,,,,,,,,,,
144195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15454,15454,15454,0.354,0.354,0.354
144207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15456,15456,15456,0.362,0.362,0.362
144211,,,,,,,364,364,364,0.34113897943545496,0.34113897943545496,0.34113897943545496,,,,,,,,,,,,,,,,,,,,,,,,
144212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15457,15457,15457,0.342,0.342,0.342
144219,,,,,,,,,,,,,,,,,,,3174,3174,3174,0.813,0.813,0.813,,,,,,,,,,,,
144229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15460,15460,15460,0.364,0.364,0.364
144234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15461,15461,15461,0.364,0.364,0.364
144253,362,362,362,0.7645816278665905,0.7645816278665905,0.7645816278665905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15466,15466,15466,0.367,0.367,0.367
144286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15470,15470,15470,0.361,0.361,0.361
144314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15475,15475,15475,0.382,0.382,0.382
144358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15483,15483,15483,0.392,0.392,0.392
144371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15485,15485,15485,0.381,0.381,0.381
144421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15494,15494,15494,0.418,0.418,0.418
144423,,,,,,,,,,,,,369,369,369,0.8241458154112055,0.8241458154112055,0.8241458154112055,,,,,,,,,,,,,,,,,,
144424,,,,,,,,,,,,,,,,,,,3175,3175,3175,0.803,0.803,0.803,,,,,,,,,,,,
144427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15495,15495,15495,0.409,0.409,0.409
144454,,,,,,,,,,,,,,,,,,,3176,3176,3176,0.81,0.81,0.81,,,,,,,,,,,,
144460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15501,15501,15501,0.398,0.398,0.398
144467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15502,15502,15502,0.389,0.389,0.389
144472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15503,15503,15503,0.381,0.381,0.381
144485,,,,,,,,,,,,,,,,,,,3177,3177,3177,0.814,0.814,0.814,,,,,,,,,,,,
144515,,,,,,,,,,,,,,,,,,,3178,3178,3178,0.81,0.81,0.81,,,,,,,,,,,,
144544,,,,,,,,,,,,,,,,,,,,,,,,,242,242,242,0.71,0.71,0.71,,,,,,
144546,,,,,,,,,,,,,,,,,,,3179,3179,3179,0.815,0.815,0.815,,,,,,,,,,,,
144576,,,,,,,,,,,,,,,,,,,3180,3180,3180,0.816,0.816,0.816,,,,,,,,,,,,
144590,,,,,,,365,365,365,0.3359086638358079,0.3359086638358079,0.3359086638358079,,,,,,,,,,,,,,,,,,,,,,,,
144606,,,,,,,,,,,,,,,,,,,3181,3181,3181,0.813,0.813,0.813,,,,,,,,,,,,
144627,363,363,363,0.7468918160236349,0.7468918160236349,0.7468918160236349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144637,,,,,,,,,,,,,,,,,,,3182,3182,3182,0.805,0.805,0.805,,,,,,,,,,,,
144667,,,,,,,,,,,,,,,,,,,3183,3183,3183,0.814,0.814,0.814,,,,,,,,,,,,
144692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15505,15505,15505,0.351,0.351,0.351
144697,,,,,,,,,,,,,,,,,,,3184,3184,3184,0.822,0.822,0.822,,,,,,,,,,,,
144703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15507,15507,15507,0.361,0.361,0.361
144715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15509,15509,15509,0.362,0.362,0.362
144726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15511,15511,15511,0.344,0.344,0.344
144728,,,,,,,,,,,,,,,,,,,3185,3185,3185,0.819,0.819,0.819,,,,,,,,,,,,
144731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15512,15512,15512,0.364,0.364,0.364
144737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15513,15513,15513,0.363,0.363,0.363
144748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15515,15515,15515,0.324,0.324,0.324
144758,,,,,,,,,,,,,,,,,,,3186,3186,3186,0.826,0.826,0.826,,,,,,,,,,,,
144759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15517,15517,15517,0.321,0.321,0.321
144776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15520,15520,15520,0.322,0.322,0.322
144782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15521,15521,15521,0.313,0.313,0.313
144798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15524,15524,15524,0.32,0.32,0.32
144804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15525,15525,15525,0.33,0.33,0.33
144810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15526,15526,15526,0.33,0.33,0.33
144814,,,,,,,,,,,,,370,370,370,0.8289574858352721,0.8289574858352721,0.8289574858352721,,,,,,,,,,,,,,,,,,
144821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15528,15528,15528,0.35,0.35,0.35
144843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15532,15532,15532,0.369,0.369,0.369
144917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15545,15545,15545,0.408,0.408,0.408
144948,,,,,,,,,,,,,,,,,,,3187,3187,3187,0.823,0.823,0.823,,,,,,,,,,,,
144962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15553,15553,15553,0.392,0.392,0.392
144970,,,,,,,366,366,366,0.33590866383580786,0.33590866383580786,0.33590866383580786,,,,,,,,,,,,,,,,,,,,,,,,
144975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15555,15555,15555,0.391,0.391,0.391
144978,,,,,,,,,,,,,,,,,,,3188,3188,3188,0.829,0.829,0.829,,,,,,,,,,,,
144997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15559,15559,15559,0.349,0.349,0.349
145001,364,364,364,0.7536975751364946,0.7536975751364946,0.7536975751364946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145008,,,,,,,,,,,,,,,,,,,3189,3189,3189,0.836,0.836,0.836,,,,,,,,,,,,
145039,,,,,,,,,,,,,,,,,,,3190,3190,3190,0.838,0.838,0.838,,,,,,,,,,,,
145069,,,,,,,,,,,,,,,,,,,3191,3191,3191,0.842,0.842,0.842,,,,,,,,,,,,
145099,,,,,,,,,,,,,,,,,,,3192,3192,3192,0.842,0.842,0.842,,,,,,,,,,,,
145130,,,,,,,,,,,,,,,,,,,3193,3193,3193,0.83,0.83,0.83,,,,,,,,,,,,
145153,,,,,,,,,,,,,,,,,,,,,,,,,243,243,243,0.85,0.85,0.85,,,,,,
145160,,,,,,,,,,,,,,,,,,,3194,3194,3194,0.828,0.828,0.828,,,,,,,,,,,,
145178,,,,,,,,,,,,,,,,,,,,,,,,,244,244,244,0.736,0.736,0.736,,,,,,
145190,,,,,,,,,,,,,,,,,,,3195,3195,3195,0.834,0.834,0.834,,,,,,,,,,,,
145205,,,,,,,,,,,,,371,371,371,0.8421658160982365,0.8421658160982365,0.8421658160982365,,,,,,,,,,,,,,,,,,
145221,,,,,,,,,,,,,,,,,,,3196,3196,3196,0.821,0.821,0.821,,,,,,,,,,,,
145313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15577,15577,15577,0.371,0.371,0.371
145341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15582,15582,15582,0.353,0.353,0.353
145349,,,,,,,367,367,367,0.34233521395846345,0.34233521395846345,0.34233521395846345,,,,,,,,,,,,,,,,,,,,,,,,
145352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15584,15584,15584,0.365,0.365,0.365
145363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15586,15586,15586,0.347,0.347,0.347
145374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15588,15588,15588,0.367,0.367,0.367
145375,365,365,365,0.7303829819715482,0.7303829819715482,0.7303829819715482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15589,15589,15589,0.368,0.368,0.368
145386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15590,15590,15590,0.378,0.378,0.378
145414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15595,15595,15595,0.363,0.363,0.363
145437,,,,,,,,,,,,,,,,,,,3197,3197,3197,0.811,0.811,0.811,,,,,,,15599,15599,15599,0.362,0.362,0.362
145448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15601,15601,15601,0.363,0.363,0.363
145459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15603,15603,15603,0.36,0.36,0.36
145467,,,,,,,,,,,,,,,,,,,3198,3198,3198,0.812,0.812,0.812,,,,,,,,,,,,
145487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15608,15608,15608,0.359,0.359,0.359
145493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15609,15609,15609,0.358,0.358,0.358
145497,,,,,,,,,,,,,,,,,,,3199,3199,3199,0.814,0.814,0.814,,,,,,,,,,,,
145515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15613,15613,15613,0.346,0.346,0.346
145528,,,,,,,,,,,,,,,,,,,3200,3200,3200,0.824,0.824,0.824,,,,,,,,,,,,
145538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15617,15617,15617,0.351,0.351,0.351
145549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15619,15619,15619,0.339,0.339,0.339
145558,,,,,,,,,,,,,,,,,,,3201,3201,3201,0.821,0.821,0.821,,,,,,,,,,,,
145589,,,,,,,,,,,,,,,,,,,3202,3202,3202,0.821,0.821,0.821,,,,,,,,,,,,
145597,,,,,,,,,,,,,372,372,372,0.8212353718370878,0.8212353718370878,0.8212353718370878,,,,,,,,,,,,,,,,,,
145619,,,,,,,,,,,,,,,,,,,3203,3203,3203,0.819,0.819,0.819,,,,,,,,,,,,
145649,,,,,,,,,,,,,,,,,,,3204,3204,3204,0.819,0.819,0.819,,,,,,,,,,,,
145680,,,,,,,,,,,,,,,,,,,3205,3205,3205,0.809,0.809,0.809,,,,,,,,,,,,
145710,,,,,,,,,,,,,,,,,,,3206,3206,3206,0.812,0.812,0.812,,,,,,,,,,,,
145729,,,,,,,368,368,368,0.339917706,0.339917706,0.339917706,,,,,,,,,,,,,,,,,,,,,,,,
145740,,,,,,,,,,,,,,,,,,,3207,3207,3207,0.819,0.819,0.819,,,,,,,,,,,,
145749,366,366,366,0.7184468116938995,0.7184468116938995,0.7184468116938995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145771,,,,,,,,,,,,,,,,,,,3208,3208,3208,0.813,0.813,0.813,,,,,,,,,,,,
145810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15627,15627,15627,0.309,0.309,0.309
145821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15629,15629,15629,0.319,0.319,0.319
145837,,,,,,,,,,,,,,,,,,,,,,,,,245,245,245,0.728,0.728,0.728,,,,,,
145843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15633,15633,15633,0.342,0.342,0.342
145854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15635,15635,15635,0.352,0.352,0.352
145860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15636,15636,15636,0.383,0.383,0.383
145866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15637,15637,15637,0.384,0.384,0.384
145882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15640,15640,15640,0.392,0.392,0.392
145906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15644,15644,15644,0.4,0.4,0.4
145917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15646,15646,15646,0.389,0.389,0.389
145956,,,,,,,,,,,,,,,,,,,3209,3209,3209,0.816,0.816,0.816,,,,,,,,,,,,
145962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15654,15654,15654,0.397,0.397,0.397
145978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15657,15657,15657,0.416,0.416,0.416
145987,,,,,,,,,,,,,,,,,,,3210,3210,3210,0.826,0.826,0.826,,,,,,,,,,,,
145988,,,,,,,,,,,,,373,373,373,0.8224132898066249,0.8224132898066249,0.8224132898066249,,,,,,,,,,,,,,,,,,
146001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15661,15661,15661,0.368,0.368,0.368
146017,,,,,,,,,,,,,,,,,,,3211,3211,3211,0.832,0.832,0.832,,,,,,,,,,,,
146047,,,,,,,,,,,,,,,,,,,3212,3212,3212,0.826,0.826,0.826,,,,,,,,,,,,
146062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15672,15672,15672,0.403,0.403,0.403
146068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15673,15673,15673,0.393,0.393,0.393
146078,,,,,,,,,,,,,,,,,,,3213,3213,3213,0.828,0.828,0.828,,,,,,,,,,,,
146080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15675,15675,15675,0.413,0.413,0.413
146086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15676,15676,15676,0.424,0.424,0.424
146108,,,,,,,369,369,369,0.3495573235931886,0.3495573235931886,0.3495573235931886,,,,,,,3214,3214,3214,0.831,0.831,0.831,,,,,,,,,,,,
146123,367,367,367,0.7476459662814928,0.7476459662814928,0.7476459662814928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146138,,,,,,,,,,,,,,,,,,,3215,3215,3215,0.818,0.818,0.818,,,,,,,,,,,,
146169,,,,,,,,,,,,,,,,,,,3216,3216,3216,0.807,0.807,0.807,,,,,,,,,,,,
146199,,,,,,,,,,,,,,,,,,,3217,3217,3217,0.801,0.801,0.801,,,,,,,,,,,,
146229,,,,,,,,,,,,,,,,,,,3218,3218,3218,0.804,0.804,0.804,,,,,,,,,,,,
146260,,,,,,,,,,,,,,,,,,,3219,3219,3219,0.814,0.814,0.814,,,,,,,,,,,,
146319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15679,15679,15679,0.465,0.465,0.465
146335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15682,15682,15682,0.417,0.417,0.417
146341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15683,15683,15683,0.418,0.418,0.418
146363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15687,15687,15687,0.443,0.443,0.443
146369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15688,15688,15688,0.455,0.455,0.455
146380,,,,,,,,,,,,,374,374,374,0.8221633016230314,0.8221633016230314,0.8221633016230314,,,,,,,,,,,,,,,,,,
146391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15692,15692,15692,0.451,0.451,0.451
146414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15696,15696,15696,0.414,0.414,0.414
146431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15699,15699,15699,0.403,0.403,0.403
146436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15700,15700,15700,0.375,0.375,0.375
146457,,,,,,,,,,,,,,,,,,,3220,3220,3220,0.811,0.811,0.811,,,,,,,,,,,,
146476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15707,15707,15707,0.41,0.41,0.41
146487,,,,,,,,,,,,,,,,,,,3221,3221,3221,0.822,0.822,0.822,,,,,,,,,,,,
146488,,,,,,,370,370,370,0.3466886944805701,0.3466886944805701,0.3466886944805701,,,,,,,,,,,,,,,,,,,,,,,,
146497,368,368,368,0.7468887278795624,0.7468887278795624,0.7468887278795624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15711,15711,15711,0.431,0.431,0.431
146515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15714,15714,15714,0.4,0.4,0.4
146518,,,,,,,,,,,,,,,,,,,3222,3222,3222,0.818,0.818,0.818,,,,,,,,,,,,
146527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15716,15716,15716,0.392,0.392,0.392
146533,,,,,,,,,,,,,,,,,,,,,,,,,246,246,246,0.74,0.74,0.74,,,,,,
146539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15718,15718,15718,0.415,0.415,0.415
146548,,,,,,,,,,,,,,,,,,,3223,3223,3223,0.82,0.82,0.82,,,,,,,,,,,,
146578,,,,,,,,,,,,,,,,,,,3224,3224,3224,0.833,0.833,0.833,,,,,,,,,,,,
146583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15726,15726,15726,0.382,0.382,0.382
146606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15730,15730,15730,0.384,0.384,0.384
146609,,,,,,,,,,,,,,,,,,,3225,3225,3225,0.821,0.821,0.821,,,,,,,,,,,,
146617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15732,15732,15732,0.344,0.344,0.344
146639,,,,,,,,,,,,,,,,,,,3226,3226,3226,0.822,0.822,0.822,,,,,,,,,,,,
146669,,,,,,,,,,,,,,,,,,,3227,3227,3227,0.814,0.814,0.814,,,,,,,,,,,,
146700,,,,,,,,,,,,,,,,,,,3228,3228,3228,0.826,0.826,0.826,,,,,,,,,,,,
146730,,,,,,,,,,,,,,,,,,,3229,3229,3229,0.817,0.817,0.817,,,,,,,,,,,,
146760,,,,,,,,,,,,,,,,,,,3230,3230,3230,0.826,0.826,0.826,,,,,,,,,,,,
146771,,,,,,,,,,,,,375,375,375,0.8474648885257848,0.8474648885257848,0.8474648885257848,,,,,,,,,,,,,,,,,,
146867,,,,,,,371,371,371,0.3251922445815728,0.3251922445815728,0.3251922445815728,,,,,,,,,,,,,,,,,,,,,,,,
146872,369,369,369,0.780253931,0.780253931,0.780253931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15747,15747,15747,0.374,0.374,0.374
146938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15751,15751,15751,0.415,0.415,0.415
146949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15753,15753,15753,0.39,0.39,0.39
146950,,,,,,,,,,,,,,,,,,,3231,3231,3231,0.826,0.826,0.826,,,,,,,,,,,,
146980,,,,,,,,,,,,,,,,,,,3232,3232,3232,0.832,0.832,0.832,,,,,,,,,,,,
146982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15759,15759,15759,0.378,0.378,0.378
146993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15761,15761,15761,0.397,0.397,0.397
147005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15763,15763,15763,0.376,0.376,0.376
147010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15764,15764,15764,0.366,0.366,0.366
147011,,,,,,,,,,,,,,,,,,,3233,3233,3233,0.844,0.844,0.844,,,,,,,,,,,,
147033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15768,15768,15768,0.383,0.383,0.383
147038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15769,15769,15769,0.382,0.382,0.382
147041,,,,,,,,,,,,,,,,,,,3234,3234,3234,0.844,0.844,0.844,,,,,,,,,,,,
147071,,,,,,,,,,,,,,,,,,,3235,3235,3235,0.831,0.831,0.831,,,,,,,,,,,,
147101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15780,15780,15780,0.388,0.388,0.388
147102,,,,,,,,,,,,,,,,,,,3236,3236,3236,0.821,0.821,0.821,,,,,,,,,,,,
147123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15784,15784,15784,0.402,0.402,0.402
147132,,,,,,,,,,,,,,,,,,,3237,3237,3237,0.826,0.826,0.826,,,,,,,,,,,,
147157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15790,15790,15790,0.433,0.433,0.433
147162,,,,,,,,,,,,,376,376,376,0.831801864,0.831801864,0.831801864,,,,,,,,,,,,,15791,15791,15791,0.414,0.414,0.414
147163,,,,,,,,,,,,,,,,,,,3238,3238,3238,0.816,0.816,0.816,,,,,,,,,,,,
147189,,,,,,,,,,,,,,,,,,,,,,,,,247,247,247,0.673,0.673,0.673,,,,,,
147193,,,,,,,,,,,,,,,,,,,3239,3239,3239,0.825,0.825,0.825,,,,,,,,,,,,
147213,,,,,,,,,,,,,,,,,,,,,,,,,248,248,248,0.768,0.768,0.768,,,,,,
147223,,,,,,,,,,,,,,,,,,,3240,3240,3240,0.826,0.826,0.826,,,,,,,,,,,,
147246,370,370,370,0.7617591547229935,0.7617591547229935,0.7617591547229935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147247,,,,,,,372,372,372,0.3353338667715006,0.3353338667715006,0.3353338667715006,,,,,,,,,,,,,,,,,,,,,,,,
147395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15795,15795,15795,0.416,0.416,0.416
147436,,,,,,,,,,,,,,,,,,,3241,3241,3241,0.837,0.837,0.837,,,,,,,,,,,,
